team_abbreviation,age,player_height,player_weight,college,country,draft_year,gp,pts,reb,ast,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
LAL,23,190.5,87.996848,Syracuse,Canada,2014,54,4.1,1.8,1.9,0.026,0.101,0.169,0.473,0.234
ATL,22,195.58,83.007336,Oregon,USA,2017,56,7.2,2.3,1.4,0.016,0.112,0.193,0.494,0.128
MIL,28,213.36,113.398,North Carolina,USA,2012,66,6.7,4.6,0.7,0.094,0.168,0.157,0.598,0.063
CLE,27,205.74,107.954896,Texas,Canada,2011,53,5.8,6.6,0.6,0.113,0.21,0.121,0.569,0.043
GSW,34,210.82,122.46984,None,Georgia,2003,69,5.4,4.7,1.6,0.1,0.223,0.165,0.612,0.141
SAC,36,205.74,113.398,Michigan State,USA,2001,59,14.5,6.7,2.2,0.063,0.215,0.27,0.529,0.146
CHI,23,195.58,83.91452,UCLA,USA,2014,24,16.7,3.9,3,0.013,0.138,0.29,0.499,0.187
POR,20,213.36,104.32616,Gonzaga,USA,2017,66,4.4,3.3,0.8,0.044,0.163,0.153,0.475,0.07
MIA,30,195.58,90.7184,North Carolina,USA,2009,77,11.2,2.8,1,0.011,0.094,0.167,0.588,0.06
DEN,31,205.74,102.0582,DePaul,USA,2007,74,10,5.4,2.1,0.044,0.127,0.142,0.542,0.094
CHA,24,210.82,108.86208,None,Spain,2015,48,5.1,3.8,0.7,0.115,0.248,0.203,0.604,0.109
SAC,24,213.36,108.86208,Kentucky,USA,2015,73,12.8,7,2.4,0.064,0.197,0.215,0.529,0.135
DEN,27,198.12,86.18248,Memphis,USA,2012,81,15.7,5,4.1,0.026,0.126,0.201,0.562,0.185
LAC,30,200.66,97.52228,Syracuse,USA,2010,74,5.4,2.9,0.8,0.019,0.122,0.126,0.512,0.056
ORL,23,200.66,88.45044,Kansas State,USA,2017,62,3.7,2.2,0.9,0.033,0.1,0.114,0.48,0.084
DEN,22,208.28,106.140528,Kentucky,USA,2015,73,9.9,4.8,1.2,0.039,0.215,0.205,0.591,0.105
NYK,25,185.42,86.636072,Michigan,USA,2013,36,12.8,2,4.7,0.017,0.074,0.249,0.563,0.329
MIN,33,205.74,106.59412,USC,USA,2009,82,12.2,7.1,1.2,0.072,0.146,0.144,0.61,0.051
IND,21,208.28,104.32616,UCLA,USA,2017,53,2.9,1.5,0.2,0.058,0.119,0.136,0.545,0.028
PHX,24,203.2,97.52228,North Carolina State,USA,2014,65,19.6,5.1,1.3,0.055,0.093,0.243,0.541,0.069
OKC,24,213.36,115.66596,Pittsburgh,New Zealand,2013,76,13.9,9,1.2,0.142,0.123,0.16,0.63,0.051
MIL,23,198.12,104.32616,Southern Methodist,USA,2017,54,4,2.6,0.5,0.035,0.147,0.135,0.503,0.049
GSW,30,190.5,86.18248,Davidson,USA,2009,51,26.4,5.1,6.1,0.024,0.124,0.29,0.675,0.272
ATL,24,203.2,99.79024,Baylor,USA,2016,82,14.1,4.7,2.6,0.02,0.138,0.216,0.549,0.135
DET,22,200.66,111.13004,Arizona,USA,2015,69,8.7,3.7,1.6,0.017,0.115,0.161,0.48,0.086
SAC,22,210.82,102.0582,Kentucky,Haiti,2016,60,8.7,4.8,1.2,0.078,0.157,0.204,0.513,0.088
LAC,23,195.58,97.52228,South Carolina,USA,2017,73,3.9,1.9,0.9,0.028,0.086,0.118,0.519,0.081
ORL,28,190.5,92.079176,Butler,USA,2011,69,6.9,2.4,3.9,0.016,0.102,0.175,0.518,0.308
GSW,32,200.66,87.089664,None,USA,2004,71,5.5,1.8,2,0.033,0.08,0.165,0.533,0.169
BOS,25,180.34,79.3786,Miami,USA,2013,54,4.3,1.7,1.8,0.019,0.101,0.153,0.491,0.21
POR,26,185.42,79.3786,Connecticut,USA,2014,74,8.7,2.3,2,0.017,0.09,0.192,0.544,0.149
BKN,25,198.12,90.7184,Colorado,USA,2014,80,12.6,3.2,6.6,0.016,0.094,0.201,0.527,0.349
OKC,20,200.66,83.460928,None,USA,2017,61,3.1,0.8,0.3,0.023,0.038,0.104,0.545,0.035
ORL,27,200.66,93.439952,Washington,USA,2012,24,8.7,3,1.6,0.016,0.102,0.166,0.505,0.088
BOS,24,187.96,86.18248,Louisville,USA,2015,80,11.3,4.7,2.9,0.029,0.144,0.199,0.52,0.184
IND,30,203.2,103.418976,Clemson,USA,2010,68,6.3,4.7,1.2,0.097,0.172,0.159,0.557,0.106
HOU,33,203.2,97.52228,UCLA,USA,2004,67,11.7,4.4,1.6,0.014,0.116,0.141,0.567,0.066
MIL,26,200.66,100.243832, ,USA,2013,75,6.9,1.9,1.3,0.005,0.066,0.105,0.578,0.064
SAS,36,187.96,83.91452,None,France,2001,55,7.7,1.7,3.5,0.007,0.083,0.201,0.498,0.282
NOP,36,193.04,96.615096,Oklahoma State,USA,2004,22,4.7,2.1,0.4,0.074,0.091,0.181,0.514,0.051
WAS,26,200.66,95.25432,None,Czech Republic,2012,73,7.2,3.2,3.9,0.045,0.099,0.134,0.615,0.246
LAC,25,205.74,106.59412,Tennessee,USA,2011,80,18.6,5.5,2.4,0.021,0.145,0.227,0.565,0.115
PHI,23,198.12,90.7184,None,France,2016,52,5.8,1.4,1,0.017,0.064,0.168,0.511,0.098
NYK,26,198.12,92.98636,Michigan,USA,2013,57,17.5,3.9,2.7,0.016,0.099,0.229,0.533,0.123
MIL,21,215.9,101.151016,None,South Sudan,2016,74,4.8,3,0.6,0.064,0.13,0.147,0.499,0.055
LAL,20,208.28,112.490816,Indiana,USA,2017,15,1.5,1.1,0.4,0.041,0.197,0.161,0.441,0.128
IND,30,203.2,104.32616,Georgia Tech,USA,2007,81,11.8,6.3,1.9,0.074,0.128,0.171,0.528,0.085
UTA,34,200.66,99.79024,None,Switzerland,2006,38,8.2,4.2,0.9,0.038,0.17,0.162,0.591,0.066
DEN,28,210.82,115.66596,Duke,USA,2013,74,7.1,5.4,1.9,0.092,0.182,0.161,0.586,0.145
IND,26,187.96,83.91452,Oregon,USA,2015,53,3.9,1.2,0.7,0.02,0.091,0.169,0.521,0.103
HOU,37,200.66,108.86208,Arkansas,USA,2001,55,6.8,3.1,1.5,0.011,0.13,0.157,0.49,0.109
BKN,26,198.12,99.336648,Virginia,USA,2014,78,10.8,3.3,1.6,0.024,0.101,0.161,0.634,0.101
WAS,30,193.04,95.25432,Kentucky,USA,2009,77,6.3,1.6,0.9,0.013,0.102,0.179,0.548,0.1
NYK,33,210.82,104.32616,Florida,USA,2007,7,1.7,2,0.6,0.128,0.2,0.162,0.51,0.2
MIN,28,203.2,107.047712,Marquette,USA,2011,59,22.2,5.3,4.9,0.038,0.112,0.245,0.59,0.204
PHI,29,190.5,90.7184,Arizona,USA,2008,39,7.9,2.1,1.4,0.016,0.066,0.146,0.546,0.085
UTA,24,205.74,106.59412,Weber State,Ukraine,2016,6,1.5,1.7,0,0.133,0.121,0.115,0.521,0
CHI,25,193.04,89.811216,Notre Dame,USA,2015,74,8.4,2.3,4.6,0.017,0.084,0.172,0.528,0.314
CHA,26,195.58,83.91452,Connecticut,USA,2012,80,12.9,4.1,2.3,0.024,0.14,0.22,0.559,0.154
OKC,24,205.74,99.79024,Syracuse,USA,2014,81,8.4,3.9,0.7,0.05,0.14,0.161,0.607,0.055
MIN,30,187.96,85.728888,Wake Forest,USA,2009,70,14.2,3,7,0.011,0.081,0.201,0.553,0.298
CLE,31,205.74,106.59412,Georgetown,USA,2007,78,10.8,3.2,1.3,0.034,0.095,0.19,0.587,0.081
BOS,20,203.2,92.98636,Duke,USA,2017,80,13.9,5,1.6,0.021,0.138,0.192,0.586,0.081
BOS,21,200.66,102.0582,California,USA,2016,70,14.5,4.9,1.6,0.03,0.124,0.208,0.562,0.081
PHI,24,213.36,113.398,Kansas,Cameroon,2014,63,22.9,11,3.2,0.078,0.255,0.33,0.573,0.182
ATL,20,208.28,106.59412,Wake Forest,USA,2017,74,10.5,7.3,1.3,0.094,0.201,0.174,0.62,0.09
LAL,23,195.58,97.52228,Villanova,USA,2017,63,7.9,4.2,1.3,0.028,0.143,0.133,0.596,0.076
MIA,23,203.2,106.59412,Louisiana State,USA,2015,23,4,3.5,0.4,0.065,0.226,0.168,0.515,0.051
CLE,26,195.58,87.996848,Missouri,USA,2014,81,13.9,2.7,2.7,0.029,0.08,0.253,0.542,0.193
GSW,23,205.74,101.604608,Oregon,USA,2017,57,4.6,3.6,1.8,0.082,0.162,0.134,0.641,0.166
SAS,26,210.82,117.93392,None,France,2013,55,4.1,3.1,0.7,0.118,0.207,0.192,0.536,0.121
ORL,20,208.28,95.25432,Florida State,USA,2017,27,5.4,3.7,0.7,0.029,0.141,0.149,0.465,0.053
TOR,26,213.36,115.66596,None,Lithuania,2011,77,12.7,8.6,1.1,0.106,0.263,0.222,0.628,0.075
UTA,31,208.28,104.779752,None,Sweden,2009,74,5.8,3.3,0.6,0.048,0.175,0.151,0.586,0.057
DET,29,208.28,103.418976,Wisconsin,USA,2011,8,5.4,4,0.6,0.049,0.179,0.151,0.505,0.051
CHA,25,205.74,116.573144,Louisiana State,USA,2014,36,4.8,2.6,0.4,0.063,0.173,0.219,0.47,0.067
WAS,27,193.04,95.25432,Kentucky,USA,2010,41,19.4,3.7,9.6,0.016,0.088,0.281,0.515,0.425
MIL,27,210.82,103.872568,North Carolina,USA,2012,76,8.8,6.8,1.5,0.083,0.185,0.149,0.582,0.083
OKC,26,200.66,104.32616,Stanford,USA,2014,69,2.3,2.3,0.3,0.042,0.117,0.095,0.417,0.027
LAC,21,182.88,86.18248,Oklahoma State,USA,2017,48,4.8,1.8,2.1,0.011,0.092,0.17,0.421,0.177
WAS,32,213.36,108.86208,Colorado State,USA,2007,33,3.4,1.6,0.4,0.06,0.122,0.204,0.455,0.084
MIL,23,203.2,113.398,Duke,USA,2014,31,12.6,4.9,1.9,0.055,0.145,0.228,0.55,0.129
GSW,30,213.36,122.46984,Nevada-Reno,USA,2008,65,4.8,2.6,0.5,0.101,0.166,0.183,0.641,0.08
CLE,32,198.12,102.0582,None,USA,2004,80,8.3,2.9,1.8,0.013,0.092,0.136,0.534,0.087
PHI,34,193.04,90.7184,Duke,USA,2006,70,17.1,2.5,3,0.004,0.071,0.206,0.614,0.149
LAL,21,215.9,108.86208,None,Croatia,2016,43,3.7,2.9,0.6,0.101,0.168,0.172,0.557,0.095
MEM,21,208.28,99.79024,"University of California, Berkeley",USA,2017,36,5.6,4.4,0.9,0.102,0.216,0.167,0.599,0.095
BKN,23,193.04,96.615096,Seton Hall,USA,2016,16,6.3,1.6,1.3,0.022,0.113,0.274,0.53,0.213
LAL,29,175.26,83.91452,Washington,USA,2011,32,15.2,2.1,4.8,0.019,0.056,0.276,0.508,0.268
MIL,40,187.96,83.91452,Arizona,USA,1999,51,3.3,0.9,1.2,0.006,0.056,0.097,0.525,0.098
UTA,27,198.12,106.59412,Marquette,USA,2012,80,9.7,3.4,1.2,0.029,0.103,0.169,0.525,0.071
NYK,34,190.5,90.7184,Georgia Tech,USA,2005,62,7.5,3.1,5.6,0.014,0.106,0.164,0.489,0.302
BKN,20,210.82,106.140528,Texas,USA,2017,72,8.2,5.4,0.7,0.096,0.157,0.162,0.636,0.055
MEM,24,208.28,108.408488,Louisiana State,USA,2015,73,7.7,4.4,1,0.057,0.139,0.168,0.516,0.073
PHX,32,200.66,108.86208,Boston College,USA,2007,48,3.2,2,1.6,0.011,0.126,0.102,0.553,0.153
PHI,22,198.12,97.52228,Kentucky,USA,2014,6,2.8,0.3,0.3,0,0.029,0.131,0.511,0.053
BKN,22,210.82,117.93392,Duke,USA,2015,28,6.3,3,0.4,0.058,0.19,0.216,0.584,0.07
HOU,28,195.58,99.79024,Arizona State,USA,2009,72,30.4,5.4,8.8,0.017,0.137,0.353,0.619,0.449
DET,27,200.66,95.25432,Cal State-Long Beach,USA,2013,72,7.1,3.1,1,0.045,0.096,0.134,0.588,0.069
DET,36,182.88,86.18248,None,USA,2004,50,4.9,2.1,3.6,0.013,0.088,0.137,0.489,0.255
DEN,21,193.04,93.893544,Kentucky,Canada,2016,81,16.7,3.7,3.4,0.033,0.087,0.223,0.576,0.159
TOR,22,213.36,104.32616,Utah,Austria,2016,82,6.9,4.8,0.7,0.107,0.15,0.143,0.662,0.054
MIA,31,203.2,108.86208,Wake Forest,USA,2009,73,10.8,4.9,3.8,0.032,0.148,0.185,0.575,0.22
PHX,21,203.2,90.7184,Kansas,USA,2017,77,13.1,4.6,1.5,0.044,0.123,0.253,0.48,0.105
MIN,38,195.58,83.91452,Michigan,USA,2000,80,10.3,1.2,2.3,0.013,0.05,0.231,0.519,0.177
MIL,25,195.58,97.52228,Virginia,USA,2016,48,13,3.3,3.2,0.017,0.097,0.189,0.578,0.165
TOR,22,198.12,92.98636,Syracuse,USA,2016,26,3.4,1.3,0.5,0.015,0.097,0.149,0.446,0.058
DET,22,195.58,90.7184,Duke,USA,2017,73,7.6,2.4,1.7,0.014,0.104,0.169,0.56,0.127
MIA,29,205.74,102.0582,Nevada-Reno,USA,2010,50,5.2,1.9,0.6,0.01,0.123,0.147,0.576,0.064
TOR,25,213.36,99.79024,None,Brazil,2013,49,2.5,1.8,0.4,0.044,0.16,0.114,0.661,0.074
HOU,31,203.2,104.32616,California-Los Angeles,Cameroon,2008,61,7.5,3,0.9,0.015,0.102,0.128,0.595,0.052
LAL,20,198.12,86.18248,UCLA,USA,2017,52,10.2,6.9,7.2,0.036,0.153,0.169,0.444,0.288
CLE,33,203.2,113.398,None,USA,2003,82,27.5,8.6,9.1,0.033,0.201,0.31,0.621,0.432
CHI,21,213.36,104.32616,Arizona,Finland,2017,68,15.2,7.5,1.2,0.037,0.217,0.215,0.552,0.064
CLE,25,205.74,104.32616,Wyoming,USA,2015,66,8.7,6.8,1.2,0.107,0.199,0.155,0.605,0.085
LAC,31,185.42,79.3786,None,USA,2005,79,22.6,2.5,5.3,0.015,0.059,0.285,0.574,0.254
DEN,21,195.58,88.904032,Florida State,USA,2016,62,3.2,1.1,0.5,0.023,0.095,0.151,0.509,0.077
CHA,20,190.5,90.7184,Kentucky,USA,2017,63,6.7,1,1.4,0.008,0.069,0.241,0.477,0.178
CHA,32,205.74,107.501304,North Carolina,USA,2005,78,9.5,4.7,1.2,0.036,0.14,0.145,0.603,0.069
ORL,30,208.28,115.66596,Florida,USA,2008,52,7.7,2.6,0.8,0.03,0.152,0.265,0.539,0.104
PHX,20,208.28,108.86208,Washington,USA,2016,72,7.7,5.5,1.2,0.046,0.2,0.176,0.509,0.081
WAS,28,208.28,111.13004,Kansas,USA,2011,73,11.5,5.6,1.9,0.04,0.173,0.194,0.566,0.107
MEM,32,187.96,86.18248,Kansas,USA,2008,66,7.7,2.4,3,0.009,0.104,0.186,0.503,0.214
BOS,24,193.04,99.79024,Oklahoma State,USA,2014,54,10.2,3.5,4.8,0.026,0.085,0.187,0.479,0.234
BOS,28,205.74,106.59412,Kansas,USA,2011,54,13.6,5.4,1.3,0.029,0.166,0.222,0.541,0.082
WAS,34,210.82,108.86208,None,Poland,2005,82,8.4,7.6,1.8,0.089,0.213,0.153,0.546,0.103
MEM,33,215.9,115.66596,None,Spain,2007,73,17.2,8.1,4.2,0.033,0.225,0.255,0.532,0.225
MEM,29,195.58,90.7184,Providence,USA,2011,7,20.1,3,3.6,0.039,0.077,0.271,0.629,0.205
SAS,40,198.12,92.98636,None,Argentina,1999,65,8.9,2.2,2.5,0.015,0.093,0.205,0.553,0.193
IND,27,198.12,104.32616,Cincinnati,USA,2010,82,9.2,5.2,2.9,0.033,0.203,0.208,0.495,0.186
PHI,32,195.58,95.25432,None,Italy,2007,80,12.1,1.9,1.9,0.01,0.066,0.197,0.581,0.115
BOS,26,190.5,87.543256,Duke,Australia,2011,60,24.4,3.8,5.1,0.017,0.096,0.298,0.61,0.282
CHA,28,185.42,83.460928,Connecticut,USA,2011,80,22.1,3.1,5.6,0.011,0.077,0.267,0.572,0.264
WAS,22,200.66,92.98636,Kansas,USA,2015,81,11.8,4.5,1.2,0.026,0.136,0.188,0.534,0.067
MIA,27,213.36,111.13004,Gonzaga,Canada,2013,76,11.5,5.7,2.7,0.052,0.2,0.213,0.612,0.18
DET,23,175.26,79.832192,None,USA,2016,16,3.6,1.1,1.3,0.019,0.108,0.28,0.379,0.247
MIN,22,213.36,112.490816,Kentucky,USA,2015,82,21.3,12.3,2.4,0.085,0.272,0.225,0.646,0.105
POR,23,213.36,127.00576,None,Bosnia and Herzegovina,2014,79,14.3,9,1.8,0.087,0.237,0.257,0.528,0.115
MIA,22,200.66,102.0582,Duke,USA,2015,68,7.8,5.4,2.2,0.037,0.178,0.158,0.496,0.134
PHI,24,198.12,104.32616,Virginia,USA,2015,38,6.2,2.4,0.7,0.046,0.12,0.188,0.54,0.078
LAL,23,205.74,113.398,Kentucky,USA,2014,82,16.1,8,2.6,0.082,0.202,0.251,0.606,0.158
DEN,22,205.74,104.32616,None,Spain,2016,25,3.3,2.2,0.5,0.062,0.139,0.134,0.511,0.06
SAS,32,210.82,117.93392,Texas,USA,2006,75,23.1,8.5,2,0.098,0.156,0.288,0.57,0.111
MIA,24,198.12,90.7184,Tennessee,USA,2015,81,12.9,3.5,2.9,0.025,0.08,0.176,0.551,0.131
NOP,28,193.04,92.98636,UCLA,USA,2009,81,19,4.5,6,0.022,0.095,0.225,0.57,0.243
DEN,28,203.2,103.418976,Morehead State,USA,2011,32,5.9,4.8,0.6,0.135,0.193,0.173,0.552,0.064
SAC,23,203.2,95.25432,North Carolina,USA,2017,68,6.7,2.8,1.1,0.018,0.109,0.139,0.521,0.071
LAL,25,195.58,92.98636,Georgia,USA,2013,74,13.4,5.2,2.2,0.023,0.127,0.165,0.561,0.093
TOR,32,182.88,92.98636,Villanova,USA,2006,78,16.2,5.6,6.9,0.026,0.142,0.211,0.598,0.307
NYK,28,208.28,113.398,Norfolk State,USA,2012,77,7.1,6.1,2.1,0.09,0.242,0.168,0.625,0.166
LAL,22,205.74,99.79024,Utah,USA,2017,77,16.1,6.3,1.8,0.035,0.154,0.219,0.549,0.091
CLE,37,200.66,96.161504,Creighton,USA,2003,73,9.2,2.3,1.2,0.006,0.093,0.154,0.652,0.079
SAS,24,205.74,104.32616,UCLA,USA,2014,74,7.9,5.4,2.7,0.043,0.158,0.133,0.582,0.146
NYK,22,220.98,108.86208,None,Latvia,2015,48,22.7,6.6,1.2,0.039,0.154,0.305,0.539,0.063
CHI,24,193.04,95.25432,Providence,USA,2016,52,13.4,4.3,6,0.015,0.131,0.245,0.488,0.319
GSW,29,205.74,108.86208,Texas,USA,2007,68,26.4,6.8,5.4,0.015,0.169,0.293,0.64,0.243
GSW,28,200.66,97.52228,Washington State,USA,2011,73,20,3.8,2.5,0.014,0.089,0.232,0.599,0.108
MIL,26,203.2,106.140528,Texas A&M,USA,2012,82,20.1,5.2,4,0.016,0.133,0.239,0.577,0.172
SAC,29,213.36,120.20188,Ohio State,USA,2008,71,6.7,6.6,1.2,0.1,0.236,0.15,0.566,0.1
GSW,22,205.74,99.79024,UCLA,USA,2015,66,4,3.3,0.6,0.094,0.135,0.121,0.588,0.062
CLE,29,208.28,113.851592,UCLA,USA,2008,59,17.6,9.3,1.7,0.065,0.274,0.248,0.614,0.099
MIA,33,190.5,86.18248,None,Slovenia,2008,36,13.7,3.1,4.8,0.019,0.087,0.224,0.517,0.259
DET,25,198.12,100.697424,Michigan,USA,2014,47,4.2,1.5,0.4,0.026,0.089,0.146,0.511,0.053
HOU,33,200.66,92.98636,None,USA,2005,73,9.2,2.5,0.5,0.019,0.1,0.19,0.555,0.041
UTA,26,203.2,104.32616,Iowa State,USA,2016,59,4,1.5,0.6,0.022,0.135,0.17,0.613,0.107
BOS,29,203.2,102.0582,Butler,USA,2010,72,11.5,4.5,3.4,0.026,0.141,0.183,0.575,0.185
MIL,33,190.5,85.275296,None,USA,2008,60,7.6,2.5,2.3,0.028,0.075,0.147,0.554,0.146
MIL,24,210.82,109.769264,None,Greece,2013,72,27.7,12.5,5.9,0.066,0.273,0.314,0.644,0.294
MIN,29,210.82,114.305184,Louisville,Senegal,2013,76,6.4,4.1,0.9,0.072,0.225,0.194,0.572,0.106
PHI,29,210.82,120.20188,Georgetown,USA,2010,43,5.3,4,0.6,0.119,0.218,0.211,0.521,0.079
BOS,23,203.2,117.93392,None,France,2016,41,2.3,1.3,0.4,0.084,0.104,0.168,0.542,0.088
OKC,20,195.58,89.811216,Kentucky,USA,2018,51,3.7,1.9,0.3,0.065,0.11,0.16,0.497,0.044
SAC,27,203.2,102.0582,North Carolina,USA,2012,77,16.4,4.7,1.5,0.021,0.111,0.202,0.55,0.069
SAC,21,208.28,108.86208,Duke,USA,2017,58,7,3.8,1.5,0.076,0.171,0.227,0.526,0.155
MIA,30,213.36,120.20188,Marshall,USA,2010,72,12.3,11.3,0.8,0.139,0.305,0.215,0.564,0.054
NYK,22,210.82,111.13004,Marquette,USA,2016,19,6,3.5,0.8,0.018,0.214,0.186,0.538,0.096
WAS,32,210.82,118.841104,None,France,2005,34,4.1,3.8,0.7,0.088,0.161,0.128,0.531,0.073
HOU,29,195.58,97.52228,Georgia Tech,USA,2011,62,7.5,3,1.8,0.016,0.101,0.143,0.499,0.098
DEN,24,193.04,95.25432,Michigan State,USA,2014,57,12.9,2.8,2.2,0.024,0.07,0.195,0.526,0.11
UTA,23,195.58,89.811216,Duke,USA,2018,38,5.6,0.6,0.7,0.007,0.047,0.238,0.516,0.102
UTA,32,208.28,111.13004,Baylor,USA,2010,51,2.3,1.8,0.5,0.09,0.189,0.128,0.698,0.131
PHI,21,200.66,86.18248,None,Turkey,2016,48,5.8,2.2,1.1,0.023,0.13,0.174,0.528,0.107
GSW,29,200.66,104.32616,Michigan State,USA,2012,66,7.4,7.3,6.9,0.031,0.18,0.128,0.526,0.261
MIL,28,182.88,90.7184,Murray State,USA,2013,30,6,1.9,2.8,0.01,0.086,0.147,0.518,0.194
CHA,23,200.66,100.243832,Florida State,USA,2017,43,7.3,2.1,1.1,0.01,0.105,0.167,0.57,0.092
DAL,27,210.82,108.86208,Stanford,Canada,2014,77,10.6,5.3,1.5,0.081,0.16,0.167,0.682,0.101
MIA,37,193.04,99.79024,Marquette,USA,2003,72,15,4,4.2,0.033,0.106,0.269,0.51,0.264
NOP,30,193.04,86.636072,Purdue,USA,2011,53,11.9,2.4,1.9,0.023,0.058,0.17,0.567,0.093
BKN,30,208.28,102.0582,North Carolina,USA,2010,81,5.8,8.6,0.8,0.135,0.307,0.125,0.632,0.064
IND,23,198.12,79.832192,Xavier,USA,2017,23,2.9,1,0.4,0.038,0.065,0.157,0.443,0.063
NOP,25,193.04,83.91452,Louisana-Lafayette,USA,2014,42,10.6,5.2,7.6,0.037,0.129,0.177,0.502,0.318
PHX,21,190.5,86.18248,None,France,2018,53,5.7,1.8,2.4,0.012,0.092,0.168,0.489,0.198
NYK,23,195.58,90.7184,None,Democratic Republic of the Congo,2015,59,14.8,3.3,3.9,0.019,0.098,0.248,0.531,0.242
POR,27,210.82,113.398, ,Turkey,2011,67,13.7,9.8,1.7,0.138,0.245,0.219,0.594,0.12
MIL,29,185.42,92.98636,Kentucky,USA,2010,78,15.9,4.6,5.5,0.035,0.108,0.225,0.577,0.26
HOU,30,193.04,97.52228,Indiana,USA,2008,68,16.2,2.2,1.9,0.007,0.059,0.215,0.549,0.09
MIL,32,208.28,106.59412,None,Turkey,2005,67,6.8,4.5,0.8,0.071,0.151,0.151,0.548,0.056
ORL,26,200.66,92.98636,None,France,2012,81,15.1,3.2,3.6,0.014,0.086,0.217,0.536,0.17
POR,30,200.66,99.79024,Ohio State,USA,2010,73,6.8,4.5,3.9,0.022,0.167,0.158,0.504,0.242
NOP,21,190.5,92.98636,Duke,USA,2017,61,8.1,2.2,1.1,0.019,0.085,0.178,0.517,0.08
CHA,26,213.36,109.769264,Wisconsin,USA,2015,47,8.6,3.5,1.3,0.048,0.164,0.216,0.587,0.129
SAC,25,180.34,86.18248,Kansas,USA,2017,38,5.1,1.1,2.2,0.013,0.083,0.213,0.502,0.28
NYK,20,198.12,90.7184,None,France,2017,43,5.7,2,2.8,0.012,0.08,0.163,0.417,0.195
HOU,21,213.36,112.944408,None,Germany,2017,28,1.9,1.7,0.5,0.089,0.118,0.112,0.562,0.1
BOS,22,200.66,99.79024,California,USA,2016,74,13,4.2,1.4,0.032,0.122,0.215,0.547,0.079
BOS,21,203.2,94.347136,Duke,USA,2017,79,15.7,6,2.1,0.028,0.157,0.218,0.547,0.098
WAS,32,205.74,106.59412,Georgetown,USA,2007,77,12.3,4,1.8,0.027,0.117,0.174,0.608,0.093
MIN,31,187.96,88.45044,Wake Forest,USA,2009,42,12.1,2.5,8.2,0.012,0.067,0.186,0.528,0.366
OKC,25,205.74,99.79024,Syracuse,USA,2014,80,13.6,5.2,1,0.032,0.118,0.15,0.592,0.04
CHA,27,195.58,83.91452,Connecticut,USA,2012,79,15.3,5.5,2.2,0.027,0.159,0.22,0.552,0.119
ORL,26,193.04,92.98636,Notre Dame,USA,2015,60,4.2,1.6,2.6,0.019,0.083,0.13,0.526,0.242
LAC,22,195.58,86.18248,Boston College,USA,2018,33,3.4,1.2,0.6,0.009,0.109,0.159,0.491,0.08
MIN,30,190.5,90.7184,Arizona,USA,2008,34,6.1,1.8,3.5,0.015,0.08,0.172,0.431,0.262
MEM,23,187.96,88.904032,West Virginia,USA,2018,39,4.4,1.7,1.8,0.023,0.09,0.172,0.432,0.184
PHX,30,187.96,88.45044,Brigham Young,USA,2011,6,3.7,1.2,1.3,0.013,0.088,0.242,0.348,0.2
PHI,29,203.2,105.233344,Marquette,USA,2011,65,18.7,5.3,4,0.054,0.094,0.218,0.571,0.179
MEM,34,210.82,104.32616,Florida,USA,2007,42,7.1,5.7,2.1,0.078,0.247,0.191,0.571,0.202
TOR,31,193.04,95.25432,Kentucky,USA,2009,8,6.4,1.5,1,0.01,0.093,0.169,0.647,0.096
BKN,27,198.12,98.883056,Virginia,USA,2014,76,13.7,3.8,2.4,0.022,0.096,0.167,0.645,0.114
PHI,25,213.36,113.398,Kansas,Cameroon,2014,64,27.5,13.6,3.7,0.075,0.292,0.327,0.593,0.185
ATL,21,208.28,106.59412,Wake Forest,USA,2017,61,19.5,9.8,2,0.112,0.196,0.23,0.627,0.102
NYK,28,193.04,97.52228,Vanderbilt,USA,2012,26,4.7,1.4,0.8,0.018,0.083,0.16,0.536,0.105
WAS,28,193.04,95.25432,Kentucky,USA,2010,32,20.7,3.6,8.7,0.013,0.087,0.286,0.527,0.391
PHX,21,215.9,102.0582,None,Croatia,2016,46,5,4,1.2,0.04,0.168,0.13,0.521,0.094
NOP,33,213.36,108.86208,Colorado State,USA,2007,20,3.3,2.6,0.7,0.077,0.174,0.169,0.492,0.112
DEN,20,205.74,97.068688,Kentucky,USA,2018,17,1.4,1.4,0.2,0.084,0.205,0.179,0.513,0.064
MEM,22,208.28,99.79024,"University of California, Berkeley",USA,2017,49,5.8,4.2,1.1,0.097,0.197,0.166,0.586,0.123
LAC,22,215.9,108.86208,None,Croatia,2016,59,8.9,6.1,1.1,0.108,0.216,0.199,0.604,0.093
PHI,35,193.04,90.7184,Duke,USA,2006,76,18.1,2.4,2.7,0.008,0.062,0.209,0.602,0.129
LAL,31,213.36,122.46984,Nevada-Reno,USA,2008,75,12,7.5,0.7,0.112,0.203,0.197,0.634,0.045
WAS,24,203.2,111.13004,Duke,USA,2014,64,14.5,6.6,2.4,0.045,0.187,0.236,0.56,0.14
GSW,22,198.12,95.25432,Cincinnati,USA,2018,30,1.3,0.8,0.8,0.029,0.084,0.134,0.374,0.15
UTA,28,198.12,106.59412,Marquette,USA,2012,80,11.9,4.8,1.7,0.027,0.139,0.183,0.538,0.09
